  -9.1390168118515248e+01	   1.3059701492537315e+03	
  -8.8416190423347956e+01	   1.3059701492537315e+03	
  -8.5811185707151992e+01	   1.3014925373134326e+03	
  -8.2082616656494480e+01	   1.2835820895522388e+03	
  -8.0205848083005066e+01	   1.2544776119402984e+03	
  -7.7176385729345853e+01	   1.1649253731343283e+03	
  -7.3733562669921781e+01	   1.0082089552238806e+03	
  -6.9857959274260693e+01	   7.5298507462686575e+02	
  -6.6766076679798061e+01	   5.6268656716417888e+02	
  -6.4055651112467430e+01	   3.8805970149253733e+02	
  -6.1402097320091009e+01	   3.0522388059701478e+02	
  -6.0274371636242591e+01	   2.8507462686567152e+02	
  -5.9154968651167991e+01	   2.7835820895522374e+02	
  -5.8049436830716324e+01	   2.9402985074626883e+02	
  -5.6605448593463926e+01	   3.6343283582089578e+02	
  -5.2284580813405114e+01	   5.8955223880597009e+02	
  -4.9105309881817696e+01	   8.5820895522388048e+02	
  -4.6958053598180129e+01	   9.9253731343283573e+02	
  -4.6623758530766274e+01	   1.0529850746268655e+03	
  -4.4085335404760599e+01	   1.1559701492537315e+03	
  -4.2273761304999198e+01	   1.2320895522388059e+03	
  -4.0808966320812310e+01	   1.2679104477611938e+03	
  -3.8957165843644262e+01	   1.2791044776119402e+03	
  -3.5979026799090079e+01	   1.2723880597014925e+03	
  -3.4089774177439949e+01	   1.2231343283582089e+03	
  -3.0248848693336328e+01	   1.0238805970149253e+03	
  -2.7162514564722841e+01	   8.4253731343283584e+02	
  -2.5244132497364518e+01	   7.4626865671641792e+02	
  -2.4488154025412001e+01	   7.2611940298507466e+02	
  -2.1905343172612817e+01	   7.5746268656716393e+02	
  -2.0081285024690700e+01	   8.1343283582089555e+02	
  -1.8247517061532506e+01	   8.5373134328358208e+02	
  -1.7148920823392345e+01	   8.8059701492537317e+02	
  -1.4923986017866085e+01	   8.8955223880597032e+02	
  -1.1940298507462728e+01	   8.7388059701492546e+02	
  -9.3047772290961746e+00	   8.2014925373134338e+02	
  -4.7605836986073626e+00	   6.8582089552238813e+02	
  -9.5849747544808395e-01	   5.4925373134328356e+02	
   1.7893802363643374e-01	   5.1343283582089543e+02	
   2.3816789657659285e+00	   5.5820895522388059e+02	
   6.0006658159018542e+00	   7.1716417910447740e+02	
   7.7969816345780032e+00	   8.1791044776119395e+02	
   9.5932974532541522e+00	   9.1865671641791039e+02	
   1.2914054263995979e+01	   9.5895522388059692e+02	
   1.5555124008211692e+01	   8.9626865671641792e+02	
   1.7449925095710995e+01	   8.3805970149253744e+02	
   1.9697053764634049e+01	   8.1119402985074623e+02	
   2.2629417965932362e+01	   8.7835820895522386e+02	
   2.5552072351994624e+01	   9.6119402985074635e+02	
   2.7030738500804475e+01	   9.7462686567164178e+02	
   3.1180990956000613e+01	   8.7611940298507466e+02	
   3.5382566720301810e+01	   6.9477611940298493e+02	
   3.9216556622094004e+01	   5.0671641791044760e+02	
   4.1481717805026932e+01	   4.5074626865671650e+02	
   4.2609443488875314e+01	   4.3059701492537323e+02	
   4.4824668479165524e+01	   4.5522388059701490e+02	
   4.7336736392387451e+01	   6.0074626865671621e+02	
   5.0599234311712763e+01	   7.3507462686567180e+02	
   5.2033512733729111e+01	   8.2014925373134338e+02	
   5.3499694834378289e+01	   8.5373134328358208e+02	
   5.5720468290517658e+01	   8.6940298507462683e+02	
   5.8705542917383326e+01	   8.5149253731343276e+02	
   6.0567053209787474e+01	   8.4701492537313436e+02	
   6.2789213782389112e+01	   8.6044776119402991e+02	
   6.7262664373300737e+01	   8.4029850746268664e+02	
   6.9513954391610667e+01	   8.0671641791044783e+02	
   7.1418465294346106e+01	   7.3283582089552249e+02	
   7.3320201964156951e+01	   6.6343283582089543e+02	
   7.4457637463241383e+01	   6.2761194029850731e+02	
   7.8097431060311806e+01	   7.5298507462686575e+02	
   8.0599789158297682e+01	   9.1417910447761199e+02	
   8.2787271819341896e+01	   9.8358208955223881e+02	
   8.6898685013593706e+01	   9.4776119402985080e+02	
   8.9168007545913554e+01	   8.8507462686567158e+02	
   9.0310991510847231e+01	   8.4029850746268664e+02	
   9.3979914553625861e+01	   9.1865671641791039e+02	
   9.6114686789102763e+01	   1.0731343283582089e+03	
   9.7904067025467441e+01	   1.1850746268656717e+03	
   9.9743383454474809e+01	   1.2164179104477612e+03	
   1.0424318925817008e+02	   1.1537313432835820e+03	
   1.0771514176330240e+02	   9.5000000000000000e+02	
   1.1159074515896353e+02	   6.9477611940298493e+02	
   1.1472146701437049e+02	   4.4179104477611941e+02	
   1.1738750485490758e+02	   3.3880597014925343e+02	
   1.1815458025855847e+02	   3.0074626865671644e+02	
   1.2151278921378236e+02	   2.8059701492537312e+02	
   1.2260722410253558e+02	   3.1417910447761193e+02	
   1.2764245686067798e+02	   5.8731343283582078e+02	
   1.3226571602951782e+02	   9.2537313432835811e+02	
   1.3404816068357093e+02	   1.0485074626865671e+03	
   1.3765188925262160e+02	   1.2320895522388059e+03	
   1.4207817788381507e+02	   1.2880597014925372e+03	
   1.4467347278477499e+02	   1.2992537313432836e+03	
   1.5433473894468176e+02	   1.3059701492537315e+03	
   1.8072879098929138e+02	   1.3059701492537315e+03	
