mean,mean,mean
9.327,264.9,1475.5
9.379,260.8,1484.4
9.193,265.8,1408.3
9.165,264.2,1433.4
8.985,263.7,1332
9.354,260.6,1499.7
9.343,263.3,1511.1
8.975,263.2,1262.2
8.946,260.5,1273.1
8.613,261.4,1127.7
8.697,263.2,1187.7
8.797,264.4,1237.4
8.657,260.1,1219.1
9.156,252.1,1444
9.46,252.6,1604.2
9.5,252.2,1608.7
9.022,256.2,1280.7
8.872,257.4,1290.6
8.879,267.2,1303.7
8.753,267.6,1168.5
8.926,261.1,1278.2
9.172,264.9,1404.5
9.301,266.7,1613.9
9.314,265.3,1493
9.003,261.9,1368.1
9.057,261.9,1437.7
8.821,260.2,1214.9
8.697,259.4,1169.1
8.526,259.4,1073.5
8.572,260.2,1108
8.634,203.9,1172.7
8.916,207.9,1249.7
9.192,220.8,1481.7
8.863,199.6,1264.3
9.145,287.9,1358.6
9.071,246.6,1264.3
9.089,245.8,1394.4
9.09,246.6,1379.8
8.671,242.5,1154.5
8.769,238.4,1242.2
9.01,268.9,1372.3
9.235,266.3,1492
9.42,264.9,1611.9
9.247,266.7,1493.9
8.883,263.4,1338.1
9.044,262.5,1307.8
9.002,265.3,1412.5
9.272,265.5,1427.3
8.537,265.1,1097.8
8.663,269.3,1247
9.248,269.8,1376.6
8.545,347.7,201.46
8.531,4.19,381.7
8.62,2.17,408.79
8.686,2.15,510.01
8.674,358.7,445.75
8.813,356.4,482.82
8.841,356.8,427.87
9.096,359.9,423.21
9.481,352,441.54
9.184,352.3,427.56
8.91,357.9,385.5
8.658,351.7,556.93
8.662,59.39,496.3
8.95,58.06,470.3
8.84,56.92,512.25
8.613,55.97,435.87
9.491,52.61,497.19
9.264,58.87,784.82
8.881,49.95,468.83
8.561,42.9,452.52
8.909,38.7,491.27
9.067,38.7,476.81
8.88,38.34,498.89
9.091,36.83,577.89
8.995,38.93,533.12
8.674,37.92,653.77
8.769,37.9,625.72
8.777,37.9,690.77
8.516,35.52,793.6
8.601,34.16,765.71
8.76,35.82,649.02
8.75,35.9,761.47
8.759,35.81,675.7
8.572,33.32,663.39
8.527,34.23,700.73
8.868,34.91,911.63
9.239,33.5,893.42
9.104,33.5,695.92
8.807,34.3,569.72
8.798,34.5,599.18
8.92,35.6,595.41
8.928,35.6,595.87
8.916,35.05,636.15
8.955,33.01,634.97
9.342,33,646.91
9.307,35.44,532.88
9.088,36.56,585.8
9.181,38.4,587.03
9.494,35.4,515.73
9.225,37.87,418.77
8.563,45.07,332.39
9.284,67.41,1056.4
8.933,69.7,1022.8
9.011,67.4,875.3
8.796,67.61,780.68
8.84,67.2,614.76
8.988,67.31,770.05
9.124,65.44,775.54
9.349,64.57,727.52
9.491,58.86,863.28
9.273,66.92,753.84
9.135,66.8,685.62
8.525,67.16,266.48
8.725,65.7,637.34
9.1,68.23,706.05
9.193,68.04,789.36
9.263,67.16,685.37
9.085,67.04,641.1
9.007,66.58,607.77
8.796,67.89,601.62
8.943,66.99,483.09
9.016,66.99,448.41
8.915,69.64,490.93
9.055,72.11,622.1
9.313,70.85,762.42
9.149,68.53,579.77
9.407,69.53,586.62
8.979,69.39,467.79
9,69.48,496.73
8.925,68.16,482.36
8.824,71.28,531.51
9.085,69.44,516.38
8.539,70.55,581.16
8.989,74.34,725.04
8.741,73.29,624.8
9.442,75.53,927.03
9.35,79.42,1223.2
9.12,81.19,840.05
8.781,82.49,731.01
8.524,80.22,492.04
8.668,67.41,703.86
8.863,66.41,559.77
9.188,65.71,624.99
8.818,65.73,785.59
8.61,68.74,621.82
8.647,67.57,638.24
8.697,68.03,581.08
8.836,66.96,617.55
8.741,66.97,552.87
8.82,64.19,515.01
9.172,63.95,560.61
8.808,64,661.67
8.509,80.5,629.06
8.568,87.39,729.48
9.034,96.43,1066.2
8.844,97.52,518.64
9.294,100.3,1271.6
8.976,98.09,1331.3
9.248,107.1,582.06
8.687,1.41,358.16
8.539,262.2,1097
8.702,261.6,1162.9
9.004,262.9,1310.2
9.442,267.9,1562.6
8.534,266.7,1099.4
8.603,269.6,1134.5
8.781,272.3,794.09
9.478,249.2,1564.3
9.114,252.1,1440.3
9.033,250.8,1315.6
8.738,257.9,1199
8.89,261.5,1261.1
8.516,256.3,1152.2
8.726,257.8,1208.1
8.654,261.2,1185.6
8.506,200.4,1204.4
8.811,196.7,1298.4
8.864,194.9,1184.6
9.157,194.8,1403.2
9.371,197.1,1527.5
9.198,198.5,1435.9
8.982,197.5,1321.7
9.39,230.3,1512.6
8.729,206.5,1194.8
8.843,217.6,1250.8
9.043,269.6,1334.3
9.073,267,1331.8
8.945,271.1,1327.4
8.883,269.1,1247.7
8.797,278.1,1224.3
8.991,274.7,1261.1
9.123,270.1,1285.8
9.409,275.1,1403.7
9.008,241.6,1257.6
9.281,184.3,1493.4
9.015,184.1,1347
9.113,182.6,1297
9.135,179.7,1374.3
8.977,180.2,1331.6
8.744,182.6,1199.5
8.701,272.8,1382.2
8.665,265.3,1123.8
8.991,278.6,1410.8
9.233,279.1,1464.5
9.398,287,1349.5
9.223,275.6,1487.9
8.926,271.2,1158.8
8.533,272.9,1244.3
9.052,276.1,1390
9.294,274.9,1698.6
8.598,275.1,1211.6
8.578,237.1,1160.3
8.858,258.5,681.74
8.552,259.4,1104.1
8.611,257.5,1130.6
8.869,230.7,1198.3
9.436,223.7,1526.1
8.918,211.2,1300
8.923,209,1309.7
9.155,212.8,1381.3
9.045,215,1374.8
9.348,214,1530.3
9.423,213.7,1556.8
9.261,216.8,1478.1
9.327,220.6,1419
9.283,221.5,1466.1
9.082,216,1358.2
8.626,215.4,1151.3
8.566,214.2,1124.9
8.65,212.4,1149.2
9.276,216.1,1452.8
9.418,221.1,1504.9
9.2,224,1458.3
8.805,222.5,1248.6
9.11,220.9,1328.5
9.389,221.7,1503.9
9.31,220.2,1451.5
8.904,223.1,1356.5
8.813,235.8,1294.8
9.212,239.7,1452.8
9.029,237,1383.2
8.695,234,1106.8
9.072,232.1,1292.7
9.095,234.2,1441.9
8.928,234.2,1280.5
8.691,237.3,1122.4
8.695,237.3,1179.9
8.742,240.7,1223.2
8.523,242.9,1039.4
8.531,241.9,1091.8
8.644,244.1,1203.2
9.197,245.2,1502.6
8.591,246.7,1084.8
8.599,149.6,1207.5
8.97,147.6,1213
9.123,146.7,1382.2
9.014,145.2,1023.9
8.882,143.5,1049.7
9.101,143.2,1229.9
9.011,143.2,1302.6
8.869,142.7,1240.1
8.652,140.7,1116.6
8.574,140.8,1048
8.508,140.3,1104.8
8.688,140.3,1246
8.78,140.3,1503.8
8.599,139.4,1015.3
8.645,139.4,1364.7
8.571,139.4,1267.3
8.601,140.1,1165.6
8.763,141,1391.6
9.163,142.3,1628.3
9.054,141.2,1395.5
9.096,140.8,1415.7
9.056,140.8,1171.8
9.105,140.8,1394.9
9.345,140.8,1413.1
9.344,140.6,1491.8
9.316,139.2,1602.1
9.357,142.2,1619.6
9.477,141.4,1525.5
9.388,142.8,1521.6
9.327,146.6,1337.4
8.91,147.3,1279
8.785,148.5,833.12
8.524,147.9,831.39
8.861,251.5,1384.3
9.194,261.9,1363.1
8.918,263.9,1242
8.779,261.6,1268.5
8.734,259.8,1215.5
8.735,261.5,1113.3
9.318,267.1,1409.3
9.044,269.4,470.17
8.809,211.1,1229.3
8.717,214.4,1186.8
8.612,214.4,1132.5
8.551,214.5,1103.6
8.538,128.8,661.6
8.832,126.4,354.77
9.193,123.7,144.93
9.218,121.1,159.12
9.274,77.46,1203.8
8.586,76.4,421.23
8.52,76.4,677.11
8.651,76.4,884.82
9.153,76.4,1597.6
8.926,98.76,1630.6
9.472,97.77,1135.7
9.036,93.27,946.27
8.934,119.5,246.75
8.57,88.39,770.06
8.93,85.65,884.84
9.284,86.1,648.52
9.314,87.22,1029.7
9.063,90.2,843.79
8.728,79.4,772.31
8.955,79.4,657.75
8.635,79.5,1502.1
8.915,79.5,1521.3
9.064,79.5,1382.9
8.782,79.5,1338.8
8.903,79.5,1237.1
9.463,158,1611.9
8.793,163.8,1058.4
8.883,258.9,1330.6
8.588,260.1,1117.6
9.333,266.8,1467.5
9.03,262.3,1351.9
9.257,266.8,1504.6
8.956,270.3,1398
8.618,269.6,1124.1
8.687,271.3,984.74
9.061,274.2,1484.2
8.718,276.5,1213.5
8.73,242.5,1216
8.896,248.3,1210.4
9.241,251.9,1390.5
9.304,254.4,1454.3
9.329,253.2,1528.6
9.14,255.2,1333.7
8.627,256,1194.3
8.522,273.8,1070
8.577,273.2,1131.2
8.571,271.7,1046.9
8.565,271.5,1053.6
8.559,235.5,1233.2
8.688,235.2,1202.5
8.621,231.6,1180.3
9.301,231.1,1555.2
9.213,232.3,1468.8
9.474,232.8,1645
8.986,236.4,1209.2
9.212,227.2,1504.9
9.084,223.9,1474.9
8.546,226.6,1129.4
9.251,218.4,1376.3
9.168,216.8,1411
8.531,209.2,1131.3
8.936,210.5,1341.4
9.203,220.3,1402.7
8.553,217.9,1153.4
8.573,211.8,1273.8
8.803,221.4,1149.6
8.585,227.5,1168.9
8.642,256.3,1148.5
9.059,245.9,1365.4
8.93,272.3,1105.9
8.544,266,1068.4
8.809,259.7,1086.3
9.255,262.9,1431.2
9.452,260.2,1585.1
9.106,262.6,1341.4
9.153,263.5,1424.3
9.098,263.8,1335.1
8.653,259.7,1103.3
8.536,254.8,1101.2
8.727,254.4,1233.4
8.989,255.8,1360.6
9.081,252.8,1444.4
9.115,253.1,1363.8
9.292,255.6,1465.7
9.295,256.7,1498.2
8.837,256.1,1208.4
9.045,254.6,1346.7
8.943,256.3,1250.7
8.881,256.7,1253
8.825,250.6,1237.7
8.921,254.3,1324.1
8.893,254.8,1299.6
8.975,251.8,1315.7
8.863,255.8,1270.7
9.253,258.6,1450.3
9.189,250.6,1427.2
9.039,249,1311.3
9.291,249.4,1479.6
9.076,253.7,1383.1
8.853,256.1,1261.7
9.012,256.1,1344.8
9.207,271.4,1131
8.727,273.5,1059.3
9.171,278.3,978.46
8.964,278,1003
8.798,146.3,968.89
8.747,148.8,1056.6
8.698,152.8,1244.9
8.763,158.4,1210.6
8.648,205.9,1178.7
8.672,200.4,1155.4
8.669,204.3,1160.9
8.535,209.2,1099.6
8.903,209.3,1279.9
9.427,216.8,1541.8
8.979,216.1,1312.7
8.751,214.8,1194.6
8.903,122.6,240.69
9.438,122,245.7
9.049,181.2,1335.9
9.334,186.9,1474.8
9.337,195.9,1516.5
8.765,216.9,1184.7
8.506,243.7,1072.9
8.5,238.2,1091
8.932,250.4,1286
8.847,259.4,1230
9.282,288.5,303.57
8.56,276.2,1162.7
8.796,282,1311.2
8.871,286.1,1261.3
9.148,289.4,1303.7
8.545,294.4,475.5
8.5,293.6,1015.2
8.595,290.8,1185.5
8.574,275.4,1359.6
8.868,273.2,1255.1
8.559,279.4,1325.1
8.547,273.5,1237.9
8.504,271.8,1195.7
8.675,273.6,1317.2
8.925,273.7,1546.1
8.986,274.6,1324.8
9.059,274.6,1513.9
8.927,274.7,1470.5
9.008,277.9,1435
8.525,276.8,1238.1
8.686,271.6,1195.2
8.622,271.1,1199.3
9.094,269.7,1418.8
9.496,269.8,1641.5
9.204,271.2,1478.1
9.104,271.7,1509.6
8.729,271.7,1331.7
8.921,271.5,1305.4
8.627,273.9,1159.2
8.824,268.3,1281.5
8.665,193.5,1117.7
9.089,195.7,1378.3
8.872,207.4,1278.8
8.559,209.2,1098.5
8.609,203.4,1118
8.945,210,1295.4
8.691,226.5,1219.4
8.714,224.3,1293.4
9.263,225.8,1515.9
9.142,248.5,1378.5
9.218,248.4,1423.5
9.483,251.3,1537.6
8.931,260.9,1248.5
8.667,254.5,1129.9
9.257,276,1584.5
8.806,271.8,891.99
9.257,261.6,1525.2
9.345,264,1506.4
9.296,262.4,1476.4
9.45,265.2,1511
9.393,292.6,1843
9.057,294.1,1644.7
8.963,278.4,1688.8
9.109,277,1368.7
8.635,275.4,1225.7
8.676,267.1,1131.8
8.651,257.3,1119.6
8.899,267.7,1266.6
9.347,287.7,1478
9.328,287.3,1526.3
8.984,297.1,881.31
9.039,300,1288.6
9.409,294.9,1300.1
9.434,283.1,1883.4
9.111,278.3,1351.4
8.527,282.7,1109.2
9.199,276,1541.6
8.979,279.1,1441.3
9.008,278.9,1645.8
8.803,289.4,1354.6
8.587,276.5,1617.4
9.431,273.8,1782.5
8.931,278.7,1441
9.191,295.2,873.52
8.527,276.2,1316.2
8.794,274.1,1620.6
8.635,272.9,1309.5
8.528,269.1,1074.3
9.314,269.1,1501.8
8.851,270.2,1144
8.696,268.9,1201.6
8.613,272,1300.9
8.639,272.1,1250.4
8.75,273.4,1245.1
9.016,167.6,1510.8
8.985,170.5,1422.2
9.008,169.9,1321.5
8.819,168.6,1338.3
8.517,167.3,1233.3
8.831,167.5,1368.3
8.556,169.9,1304.2
8.556,156.1,1141.9
8.505,156,1151.9
8.646,150.5,1048.2
8.799,148.9,768.47
8.843,146.5,839.8
8.736,147,941.3
8.711,143.8,987.8
8.888,142.1,966.76
8.523,145.2,1005.1
8.532,141,1159.6
9.486,151.3,2118.6
9.175,301.9,434.92
9.221,306.8,711.55
9.056,317.4,1478.7
8.659,293.9,1022
9.141,287.2,1369.8
9.167,288.8,1153.3
8.847,298.1,401.26
8.818,304.2,395.3
9.364,304.8,608.29
9.346,304.4,479.27
8.889,309.1,895.15
8.566,296.8,330.82
8.789,303.9,668.4
8.907,305,445.2
9.114,292.6,646.35
8.584,294.6,877.94
8.93,122.8,237.18
9.108,123.9,276.47
9.48,123.9,252.71
9.286,151.1,1317.6
9.2,152.3,1367.8
8.873,164.6,1146.6
9.413,159.1,1351.7
8.923,165.4,1395.9
9.164,192,1409.4
9.241,191.3,1426.1
9.423,247.3,1543.4
8.955,245.2,1288.4
9.025,237.4,1339
9.089,243.4,1232.2
8.665,245.9,1100.4
9.019,242.5,1301.3
9.034,252.4,1337.7
8.98,253.4,1381.1
8.695,248,1101.2
8.86,250.9,1300
8.866,242,1238.7
9.098,239.9,1379.4
8.565,241.6,1134.2
8.811,241.7,1176.9
9.425,251,1681.3
9.362,243.1,1571.8
9.242,246.2,1403.6
9.336,244.8,1398.2
9.268,251.9,774.81
9.458,255.5,226.51
9.498,264.2,1687.9
8.564,264.4,1132.6
9.143,267.3,1398.4
9.184,269.2,1500.3
8.771,268.5,1174.1
8.786,268.4,1204.4
8.863,269.4,1251.7
8.645,273.3,1138.9
8.559,277.9,604.68
8.89,274.8,1106.3
9.035,274.3,975.75
8.836,275.7,1010.5
8.869,279,1008.2
8.78,275.4,640.27
8.679,119.1,242.88
8.769,119.1,280.87
9.082,120.8,234.66
9.231,122.3,279.39
9.37,122.3,285.37
9.106,121.3,222.55
9.213,122.1,224.78
9.341,122.1,227.91
9.294,122.1,231.6
9.071,120,247.9
8.959,119.2,197.84
8.78,119.6,203
9.073,122.9,348.92
8.674,123.9,190.98
8.596,120.3,305.18
8.582,116.8,356.55
8.706,116.8,146.33
8.58,142.5,801.86
8.955,144.6,665.43
8.755,144.1,651.01
8.686,141.3,501.59
8.74,140.6,952.68
9.004,141.6,924.68
9.228,141.7,909.88
9.338,138.8,712.34
9.267,138,560.18
9.029,135.4,780.82
8.914,134.6,802.11
8.618,131.4,914.83
8.518,133.6,885.74
8.586,134.1,787.55
8.896,133.4,818.59
9.191,134.6,1097.4
9.065,131.5,1119.9
9.229,132.6,604.55
9.336,124.6,148.81
9.228,121.6,128.42
9.407,108.5,1238.9
9.045,104.1,1848.8
8.718,100.8,1668.8
9.029,105.6,1411.4
9.019,104.3,1888.7
8.746,98.04,1555
9.249,98.7,1551.2
9.319,104,1282.7
9.001,108.5,1149.4
9.438,108.9,1785.2
9.397,111.7,476.1
8.848,114.3,223.14
8.527,140,1402.1
8.58,142.4,1595.8
8.617,144.1,1675.6
8.896,144.1,1735
9.279,143.8,1847.1
9.443,144.6,1954.2
9.316,145.1,1911.2
9.199,146.5,1797.9
8.997,146.5,1777
8.894,146,1720.6
8.78,146,1547.1
8.679,146,1499.5
8.663,132,1287.6
9.019,129.6,1076.4
8.849,131.3,1029.4
8.997,142.2,1383.1
9.361,140.2,1405.4
9.486,124.8,223.22
9.363,125.7,262.88
9.233,122.8,175.51
8.992,120.6,138.24
9.356,120.6,274.54
9.342,121.2,244.78
9.414,122,253.3
9.246,122,216.93
9.11,122,206.59
8.956,121.6,176.87
8.975,120.2,202.12
8.971,118.3,298.42
8.956,116.7,566.96
9.124,115.1,741.11
8.975,115.1,725.9
8.952,115.1,523.02
8.891,115.1,457.54
8.873,115.1,344.43
9.144,115.1,561.95
9.045,112.7,721.99
8.942,111.3,774.89
8.904,113.9,586.14
8.904,114,664.32
9.006,113,970.43
9.098,111.6,939.07
9.002,111.4,856.24
8.767,111.6,715.41
8.564,112.7,639.44
8.656,141.4,938.26
8.718,141.4,935.88
8.598,141.4,937.6
8.853,141.4,1035.2
8.879,141.6,1017.3
8.923,140.9,1117.7
8.789,140.8,1094.6
8.547,140.8,1109.2
8.577,140.8,1224.4
8.727,140.8,1294
8.604,140.8,1183.8
8.544,136.1,600.39
8.516,135.1,794.09
8.549,133.9,526.25
8.534,132.1,513.05
8.557,144.3,827.13
8.786,145,899.85
8.945,145.2,1027.3
9.179,146.7,1252.3
9.479,147,1209.8
9.341,147,1102.6
9.265,147.6,1084.6
9.339,146.4,923.76
9.063,147.3,898.19
9.075,149.6,1260.6
8.948,145.3,895.76
8.98,143.6,923.98
9.146,142.6,1103.2
9.222,143.3,1195.6
9.139,144.6,1100.5
9.076,144.4,1138.2
8.955,142.7,1139.2
8.878,143.5,1127.4
8.823,143.9,955.97
8.578,144,927.16
8.548,147.7,988.84
8.751,148,1091.4
8.652,147.9,1168
8.822,147.9,1207.4
8.89,148,1155.6
8.839,147.6,1169.7
8.716,148.2,1108.4
9.311,236.7,1481.6
9.096,301.2,278.15
9.169,303.4,301.35
9.446,296.9,530.16
9.155,295,1602
9.398,287.9,1748.3
9.14,278.8,1494.9
9.208,277.4,1249.5
9.345,276.1,1055.4
9.358,271.1,1456.5
9.383,267.4,1506.7
9.212,270.1,1410.8
8.722,270.2,1150.1
8.808,271.8,1306.5
8.767,275.8,1271.7
9.148,273.2,1452.2
8.73,269.7,1175.6
8.544,268.2,1087.8
8.723,293.8,162.76
8.962,307.7,340.88
9.379,299.1,363.63
8.763,290.9,1660
8.889,288.7,1414.2
9.141,287.4,1400.1
9.362,279,1553.9
9.156,279.2,1220.1
8.855,278.7,1481.6
8.581,300.4,508.17
8.632,299,1155.2
9.178,289.1,1289.1
9.391,289.9,1575.1
9.32,286.8,1490.8
8.866,278.4,1111.1
8.612,278.6,1369.1
9.245,277.3,1635.9
9.444,288.4,1374.8
9.473,293.1,1379.9
9.351,289,1171.6
9.457,289.9,1237.5
9.381,286.9,1843.9
9.424,290.4,1627.6
9.311,278.6,1563
8.575,273.4,1347.6
9.354,279.8,1796.8
9.437,280,1389.3
8.87,271.7,804.56
9.012,274.7,1110.9
9.243,279.4,1185.4
8.725,279.6,1016.6
8.655,280.7,1000.2
8.969,279.2,1391.7
8.94,278.1,1208.9
8.924,279.1,1332.8
9.216,286,1653.4
9.067,295,712.59
8.929,294.9,679.7
8.541,296.8,807.17
8.577,295,642.37
8.603,292.5,864.5
9.277,285.7,785.6
8.886,285.5,1018.8
9.009,278.6,993.66
8.792,278.7,1166.7
9.15,279,1277
8.927,281.5,1175.5
9.089,284.1,1242.2
9.126,283.3,947.16
9.015,284.1,855.92
8.982,285.8,409.66
8.724,285.5,310.02
9.093,286.7,323.41
9.121,287.8,292.62
9.097,288.6,271.55
8.801,291.9,341.22
8.949,294.6,417.09
9.034,291.9,326.81
9.384,296.8,393.66
8.932,296.9,401.89
8.956,297.6,370.6
9.41,295.7,336.9
8.939,303.3,630.33
9.12,298.7,425.1
8.906,304,713.11
8.793,302.4,407.73
9.198,300.7,653.82
9.041,301.8,640.29
9.344,301,723.26
8.568,307.9,698.43
8.594,297.8,160.59
8.569,294.2,232.17
8.517,176.4,1438.3
9.3,174.9,1546
9.365,213.9,1570.1
9.207,215.1,1374.1
9.17,217.4,1420.2
9.231,220.6,1394.2
8.976,216.9,1312.5
8.656,217.6,1175
8.978,217.2,1353.4
9.219,213.9,1443
9.262,211.8,1488.8
9.163,210.1,1372.4
9.371,210.8,1471.4
8.706,215.3,1205.2
8.54,237.2,1152
9.083,252.8,1338.3
8.722,199.3,1178.6
9.34,204.7,1497
9.169,209.1,1403.1
9.354,214.6,1512.6
8.884,224.2,1303.1
8.666,229.7,1140.6
9.085,237.7,1364.8
8.75,238.4,1175.4
9.171,241.3,1383.1
8.863,236.8,1250.2
9.058,237.2,1344.3
9.1,242.4,1311.2
9.35,246.1,1489.2
8.961,248.4,1253.8
9.157,250,1392.1
8.612,254.7,1098.7
8.525,233.1,1080.7
8.715,235.8,1178.5
8.732,237.9,1190.9
8.864,238.9,1249.2
9.277,243.5,1478.5
9.469,243.9,1539.5
9.001,235.5,1320.9
8.908,235.8,1271
8.899,231.2,1306.8
9.192,224.9,1421.4
9.31,224.6,1509.2
9.458,228.7,1544.4
8.912,236,1347.9
9.202,243.4,1476.4
9.022,248.2,1345.5
8.7,247.7,1182.2
9.136,249.6,1373
9.403,252.5,1507.3
9.235,250,1413.1
9.177,250.1,1439.6
9.41,249.3,1542.5
9.306,250.9,1487.3
9.029,251.8,1341.2
8.558,253.3,1135.6
9.147,256.1,1396.7
8.669,256.4,1150.3
8.999,252.8,1357.5
8.509,264.7,1075.4
8.963,261.7,1340.8
9.486,257.1,1607.5
8.986,257.4,1234.7
9.18,258.2,1422.8
8.653,260.4,1031.4
9.236,260.5,1454.8
9.159,258.9,1405.2
8.934,257.9,1316
9.167,256.7,1425.6
9.275,257,1415.6
9.485,259.2,1550.6
9.392,259.4,1582.6
9.225,259.3,1508
8.544,257,1153.8
8.795,260.4,1287.1
8.554,251.1,1109.4
8.695,248.7,1175.3
9.111,258.6,1386.5
8.847,248.7,1226.4
9.119,246.6,1358.5
9.497,260.3,1556.4
9.251,271.7,1859.6
8.91,276,1633.2
9.175,274.7,1646.7
9.26,273.6,1784.3
9.435,271.7,1716
9.375,272.4,1824.5
9.344,302.4,555.6
9.294,299.8,518.36
8.782,300.7,368.15
9.21,300.4,361.93
9.068,302.5,649.26
8.67,308.4,329.67
8.717,135.5,1405.3
9.115,135.4,1461.9
9.444,136.7,1547.5
9.342,136.8,1048.2
9.325,134.5,1093.8
9.065,133.3,1095.5
8.958,132.8,1435.5
9.11,134.6,1813.2
9.451,134.7,1717.7
9.315,132.9,1407.5
8.811,248.4,1257.6
8.703,141.7,1087.7
8.854,140.2,1257.5
9.047,138.8,1282.2
9.252,138.8,1400.8
9.296,139.3,1445.3
9.263,139.4,1776.8
9.104,139.2,1937.3
9.4,112.5,1102.5
9.285,109.3,1324.8
9.128,130.8,1322.4
8.918,131.6,1076.4
8.681,132.6,548.53
8.69,131.9,531.49
8.665,128.3,339.57
9.205,124.5,315.92
9.289,121.6,331.75
8.76,123.2,375
8.831,137.8,1236.8
9.028,138.7,1454.6
9.002,137.3,1402.2
9.224,137.7,1195
9.009,137.3,1027.7
8.681,137.3,1197
8.74,140,1090.6
8.536,139.6,1823.4
8.796,139.5,1740.3
8.818,139.6,1738.9
8.9,139.5,1497.5
8.651,139.4,1423
8.525,138.2,1424.8
8.736,138.7,1390.9
8.814,138.6,1537.7
9.128,138.7,1397.9
9.431,140.4,1226
9.291,142.1,1103.6
9.159,141.6,1109.1
9.138,141.6,1024.7
9.203,139.1,1066.5
9.18,138.8,1017.6
9.427,138.8,1047.9
9.143,138.9,1035.4
9.136,140,1187.9
8.854,137,1632.2
8.563,138.9,1536.2
8.687,139.1,1436
8.526,139.6,1046.5
8.753,222,1196.9
8.691,227.3,1196.4
9.244,235.4,1506
8.907,302.1,524.27
8.766,296.9,385.79
8.539,294.3,283.06
8.993,298.6,582.66
8.776,296,738.9
9.122,295.9,985.04
8.845,301,530.35
8.506,193.2,1090.1
8.715,193.2,1194.6
8.525,189.3,1104.8
8.727,191.1,1181
8.929,190.6,1277.9
8.661,190.6,1158.9
8.663,190.6,1157.7
8.614,186.8,1124.1
8.565,186.4,1109
8.569,182.5,1099.9
8.518,182.9,1096.6
8.784,181.8,1198.8
9.083,180,1318
9.183,178.9,1294.6
9.441,178.2,1483.7
9.39,174.6,1649.4
9.211,173.3,1574.4
9.264,173.3,1673.2
9.38,172.5,1625.8
9.419,171.4,1732
9.266,170.7,1699.2
9.303,168.4,1604.5
9.454,166.1,1648.6
9.056,164.4,1514
9.006,164.2,1427.1
8.888,164.2,1516.3
8.873,164.2,1471.1
8.747,164.2,1463.6
8.814,164.2,1501
8.743,166.1,1552.2
8.574,167.8,1480.7
8.659,169.9,1500.2
8.727,171.2,1420.3
8.751,171.8,1383.4
8.943,170.5,1353.3
8.612,171.9,1208.4
8.914,180.9,1274.1
8.667,180.8,1171.3
8.598,175.7,1004
8.787,257.5,1212.6
9.007,253.5,1399.6
9.387,252,1614.1
9.465,253.8,1602.7
9.257,255.5,1375.5
8.849,250,1177.3
9.302,248.9,1410.6
8.822,251.5,1193.8
8.677,248.1,1170.2
8.756,213.2,1214.7
9.167,210.6,1314.3
8.788,227.4,1236.9
8.828,225.8,1255
8.768,219.8,1208.5
9.166,219.4,1395.6
8.576,244,1092.4
9.499,235.3,1623.1
9.423,243.3,1547.3
9.454,241.6,1532.4
8.841,239.5,1200.4
8.651,246.6,1150.5
9.414,237.5,1522.4
9.412,238.1,1543.1
9.216,240.5,1418.5
8.97,244,1338.8
8.579,256.4,1158.8
8.951,251.8,1354.6
9.482,252.9,1529.2
8.999,257.2,1528.3
9.289,253.3,1389
8.824,255.7,1225.2
8.693,259.3,1206.5
8.962,258.1,1327.3
8.776,258.7,1129.5
9.202,261.8,1416.9
9.294,266.1,1338.3
9.329,264.2,1468.8
9.098,260.3,1250
9.242,259.8,1504.6
8.849,257.8,1270
8.847,258.5,1247.1
8.857,259.4,1162.9
9.151,257.8,1403.8
9.093,258.6,1397.5
9.054,258.4,1353.6
9.15,256.3,1424.7
9.395,258,1615.7
9.385,258.4,1468.2
9.488,257.9,1563.3
9.019,259.8,1193.1
9.471,258.5,1593.1
9.286,255.8,1444.6
8.894,256.2,1250.9
9.017,258.7,1243.5
8.961,259.3,1260.5
8.852,260,1312.1
9.004,260.6,1268.9
8.792,257.9,1288.8
9.242,259.8,1529
9.367,256.7,1467.3
9.43,255.3,1551.3
9.192,257.4,1529.6
9.207,260.4,1603.8
8.652,260,1189.4
8.949,254,1330.3
8.539,251.3,1001.2
8.875,251.3,1194.8
8.694,253,1194.8
8.774,255.3,1163.2
8.984,253.5,1419.2
9.122,252.6,1209.4
9.105,251.3,1352.7
8.734,251.1,1182.4
8.578,251.1,1123.6
8.577,245.9,1067.4
8.94,246.3,1415.3
8.675,244.1,1127
8.65,243.3,1129
8.766,232.6,1178.8
8.705,229.4,1194.5
8.631,230,1134.2
9.118,230,1326.8
9.117,226.2,1289
9.127,228.4,1529.4
9.403,227.8,1461.8
9.123,225.8,1347.9
9.428,222.8,1481
9.498,221.4,1502.2
9.186,222.8,1471.2
9.291,226.1,1419.8
9.222,225.7,1400.2
9.129,222.1,1326.2
9.271,214.5,1379.9
9.268,212.1,1503.7
9.19,208.9,1419.9
9.044,210.5,1334.6
8.982,209.6,1276.6
8.517,204.1,1078.3
8.71,203.9,1113.1
8.813,207.8,1155.2
8.763,203.8,1242.8
8.62,201,1171.2
8.558,198.5,1133.4
8.729,195.4,1199.2
9.097,197.5,1292.3
9.481,195.3,1447.2
9.163,195,1437.3
9.233,200.1,1398.6
8.701,208.6,1209.1
8.912,202.3,1202.7
9.386,189,1512.8
8.537,186.7,1105.6
9.139,179.9,1484.8
