mean,mean,mean
9.122,243,1386.8
8.898,246.9,1230.6
9.173,246.4,1426.3
8.874,243.6,1258.7
8.75,243.5,1228.1
8.759,243.1,1211.8
8.988,243.8,1324.1
9.022,119.8,364.42
9.498,118.3,633.71
9.088,117.8,573.66
9.479,153,1673.5
9.086,152.8,1725.6
8.518,153.6,1564.5
8.581,151.2,1436.1
8.53,325.9,983.36
8.638,312.4,1220.5
9.261,356.5,407.83
9.004,88.49,718.68
9.475,338.1,1352.6
9.229,345.3,824.51
9.13,344.6,747.35
8.651,338.8,925.95
8.836,339.4,722.15
9.306,331.3,1589.7
9.404,332,1484.9
9.081,327.1,1167.7
9.337,329.1,1387.3
9.14,327,1279.2
8.987,325.7,1436.4
9.484,324.8,1447.3
9.166,326.7,1550.2
9.473,327.3,1747
9.253,322.1,1794
9.387,319.3,2027.3
8.705,319.7,2091
8.908,319.8,1954.2
9.119,320.4,1799.2
9.361,319.2,1809.6
8.943,318.9,1761.3
8.665,312.1,1518.3
8.899,311.8,1485.4
8.546,313,1354.3
8.535,319.6,1414.8
9.247,326.9,1325.5
8.889,327.6,1264.2
8.694,328,1217.4
8.612,331.1,1194.8
8.801,341.1,735.34
9.421,338.9,740.72
9.127,338.2,1597.5
9.124,337.3,1016.6
8.942,340.4,861.15
9.043,343.9,564.72
8.816,342.9,475.26
9.128,342.3,603.62
8.806,344.8,384.62
8.52,342.9,434.57
8.764,113.8,347.9
8.831,118,582.01
8.709,110.2,965.59
8.564,108.8,1055.7
8.985,110.4,1174.4
9.304,110.4,1346.4
8.895,94.4,1992.4
9.25,97.79,872.12
9.334,93.09,1834.7
9.294,94.03,1019.5
9.142,94.34,838.77
9.052,94.34,833.24
9.109,93.3,877.41
9.425,95.75,885.44
9.498,99.38,1371.7
9.164,99.16,1048.1
8.967,96.21,830.51
9.333,96.2,908.66
9.338,96.2,1054.1
9.035,110.4,1255.4
8.878,108.2,874.64
8.955,98.18,930.82
9.054,99.43,1268.8
9.261,105.6,1249.2
9.27,105.1,1076
9.034,102.3,1061.2
8.996,102.5,1117.5
8.905,99.8,1211.7
8.608,103.6,1063.1
9.008,107.5,978.22
9.175,108.5,1298.1
9.468,136.6,1181.1
8.973,147,827.41
8.587,147,681.67
9.21,274.1,943.26
8.983,74.65,599.44
8.873,78.73,826.66
8.97,79.25,602.79
8.83,82.61,523.72
8.695,79.02,472.8
8.536,73.69,479.05
8.873,77.6,787.49
9.288,251.4,1558.1
9.139,307.6,382.08
8.86,310,280.65
9.312,307.4,684.74
8.956,306.4,524.64
8.999,305.7,792.93
9.241,301.6,466.04
9.458,303,441.16
9.446,303,530.97
9.489,303,99.77
9.257,303,127.58
8.938,303,118.12
8.744,300.9,297.14
8.82,300,555.66
8.536,298.2,416.9
8.695,297.9,514.25
8.809,297.9,681.48
8.69,299.2,439.85
8.954,303.2,561.12
9.053,303.2,371.43
9.132,303.7,757.44
8.634,299.9,473.9
8.636,300.2,357.1
8.783,303.8,311.06
8.802,305.3,426.69
8.861,304.9,580.15
8.958,308.1,701.16
8.978,307.6,787.29
9.204,307.1,821.28
8.779,304.4,852.74
8.562,303.3,856.29
8.783,302.3,305.11
8.907,307.1,603.41
8.912,295.6,1140.6
8.537,293.9,1163.2
8.611,293.4,1271.4
8.973,291.7,1324.2
8.626,291.6,1174.2
8.627,289.9,1085.4
8.52,251.3,1053.6
8.754,251.4,1205.9
9.169,254.6,1427.6
9.439,262.8,1558
9.321,290.1,1296.4
9.001,305.9,425.51
8.521,301.5,212.94
8.532,140.5,898.27
8.563,140.4,1066.5
8.729,141.9,1022.2
8.756,147.3,852.14
8.812,145.4,1024.2
8.704,143.1,1145.8
8.735,142.6,1158.6
8.901,143.5,1266.6
8.78,141.7,1093.2
8.797,139.6,1004.9
8.625,139.4,1094.1
8.639,141.2,1060.2
8.611,141.9,1021.6
8.584,143,972.7
8.556,143.8,964.66
8.767,143,1038.8
8.776,143.6,1075.4
8.633,144,1021
8.684,144.6,971.09
8.656,144.3,932.4
8.762,144.9,1134.4
8.713,147.9,1058.2
8.862,147.8,1092.9
8.8,147.8,1050.7
9.022,147.7,1154.4
8.977,146.9,1021
8.784,144.7,1020.2
8.744,144.6,1067.9
8.762,146.8,1176.5
8.57,148.6,1005.6
8.75,152.5,1031
8.744,290.1,684.06
8.826,280,719.48
8.965,290.2,162.48
8.861,291.2,194.21
9.145,293.4,294.84
9.354,301.9,250.3
9.268,283.3,766.43
9.256,293.5,321.06
8.822,298.3,216.21
8.797,298.4,199.55
8.588,291.4,197.82
8.887,299.5,247.35
9.063,295.9,334.89
8.978,292.8,317.64
8.836,306.3,416.51
8.666,312.2,248.76
8.577,307.4,488.77
8.874,314.2,576.28
8.64,313.9,1316
8.547,311.9,650.81
8.54,308.8,317.14
8.864,138.2,1497.7
9.312,140.5,1488.9
9.335,113,910.47
9.348,111.2,1758.4
9.203,103.3,1937.9
8.688,147.7,1430.6
8.83,153.3,728.31
9.04,158.6,1168.4
8.72,173,956
8.614,216.4,1139.8
8.524,216.2,1059.7
9.219,215.9,1440.4
9.228,218.2,1464.6
8.924,265,1284.8
8.911,255.6,1214.3
8.618,248.8,1041.7
8.579,249.6,1185.9
9.351,261.1,1420.7
9.359,261.2,1511.6
8.878,260.2,1204.2
9.362,262.5,1603.6
9.009,255.9,1376
8.863,256.2,1268.8
9.146,256.2,1454.8
9.062,254.9,1388.2
8.644,256.5,1114
9.331,255.8,1530.7
8.73,255.6,1193.3
8.955,246.2,1276.4
9.13,258.1,1426.6
9.349,253.5,1609.6
9.029,245.1,1314.9
9.081,247.3,1425.7
9.466,261.8,1588.7
9.46,262.6,1530.9
9.075,260.3,1318.4
8.586,257.6,1091.3
8.507,270,1047.8
9.248,303,429.58
9.409,287,547.31
8.628,238.1,1120.3
8.562,232,1080.3
8.561,128.7,525.02
8.666,148.7,1054
8.684,144,1140.9
8.748,153,988.02
8.706,149.6,1116.3
8.553,153.7,834.85
8.87,159.5,1175.3
8.732,256.7,1210.6
8.946,263.1,1338.5
8.897,239.6,1314.2
9.048,236.6,1309
9.2,233.7,1337.1
9.224,237.8,1441.9
9.463,238.2,1641.7
8.951,233.9,1301.8
8.54,235,1067.8
8.828,237.1,1194.8
8.84,238.4,1295.2
9.263,239.6,1520.4
8.954,237.1,1271.9
8.683,236.7,1165.7
8.79,231.1,1181.7
9.003,226.8,1326.3
8.82,224.7,1312.9
8.504,219.6,1078.5
8.613,217.2,1129.3
8.921,219.6,1194.6
8.722,225.3,1161.7
8.588,220.6,1118.8
8.537,218.8,1120.9
8.655,209.6,1212.4
8.74,210.7,1166
8.512,213.9,1027.6
8.823,208.6,1290.5
8.778,209.2,1250.9
9.048,207.2,1367.9
9.015,206.5,1339.8
8.566,212,1061.9
8.634,213.1,1117.9
8.535,200.4,1189.3
8.993,292,956.44
9.044,292.4,1042.9
8.863,279.7,1104.8
8.944,283.8,1323.6
9.126,281.4,1608.2
9.242,290.4,1299.4
8.573,283.7,956.49
8.726,286.4,976.02
8.692,288.8,1130.2
8.527,277.6,934.02
8.728,275.5,969.04
9.464,277.5,1888.1
9.146,291.6,1248.8
9.024,271.3,1616
9.298,276,1444.4
9.39,275.6,1438.7
9.326,273.3,1252.7
8.895,276.1,1063.3
8.512,273,1284.6
8.714,270.8,1510.2
9.117,270.2,1440.9
8.566,267.7,1078.8
8.774,255.5,1106.1
9.349,255.3,1493.1
9.223,258.8,1395
9.33,257.1,1476.9
9.327,252.9,1412.8
9.352,253.2,1505.6
9.469,257.7,1575.9
9.375,267.8,1522.8
9.343,264.8,1454.4
8.546,269,1044.2
8.68,268.8,1087.9
8.69,265.8,1148.2
8.963,265.6,1261.6
9.46,264.1,1604.6
9.027,262.6,1269.8
9.158,279.2,1397.4
8.887,279.7,1258.2
8.653,276.8,1047.6
8.676,226.5,1186.6
8.682,226.5,1180.9
8.533,226.5,1067.1
8.78,227.3,1220.6
9.487,228.1,1615.8
9.009,227.8,1302.7
8.691,227.3,1156.3
9.178,224.7,1440.1
9.123,224.7,1464.6
8.95,221.4,1272.3
9.362,220.9,1538.8
9.34,220.9,1546
9.334,217,1504.1
9.282,216.4,1467.4
9.356,215.9,1529.8
9.085,216.5,1364.7
9.228,217.2,1440.2
9.478,217.6,1627.9
8.764,218.8,1213.3
8.85,313.4,1584.9
8.796,221.6,1108.4
8.519,229.5,994.72
8.561,226.9,1096.7
9.311,222.6,1424.1
9.32,232.9,1446.2
9.077,233.3,1341.9
8.665,232.1,1122.4
8.635,222.2,1155.4
9.054,224.4,1360.8
8.794,225.9,1232.7
8.842,239,1249.7
9.343,238.7,1507.3
9.241,237.2,1456.5
8.557,236.2,1096
8.51,233.4,1098.9
8.565,238,1114
8.564,239,1103.6
8.9,242.6,1247.3
8.988,244,1227.4
9.301,243,1468.9
9.038,244.7,1413.8
8.951,245.1,1303.6
9.264,245.9,1600
9.35,248.3,1561.8
8.958,247.4,1273
8.812,245.4,1183.9
8.877,245,1255.4
8.555,243.8,1091.4
9.093,246.1,1368.9
9.219,265.2,1410.3
9.305,264.3,1457.3
9.275,262.1,1534.3
9.059,261.8,1364
9.33,261.2,1441.4
9.481,264.1,1605.8
9.392,266.8,1531.7
9.305,270.8,1481.4
8.666,270.4,1298.2
9.187,267,1433.8
9.094,264,1388.1
9.158,263.9,1421
9.167,266.7,1484.5
9.368,271.3,1449.1
9.385,275.6,1431.9
8.852,279.4,1293.6
8.569,286.3,856.67
8.755,290,836.04
9.265,292.4,1006.6
9.034,292.2,1180.6
8.573,292,1169
8.792,292,1045.6
8.659,293.4,965.01
8.909,285.5,1460.6
9.028,282.9,1016.2
8.533,284.1,852.86
9.24,286.6,1713
8.59,288.8,1389.5
8.983,290.8,1338.8
8.808,287.8,1515.5
8.815,292.4,1195.7
8.537,297.1,1186.5
8.98,297.6,1512.5
9.073,293.9,1210.1
9.104,296.5,1218.4
8.516,297.3,227.59
8.562,296.2,219.74
8.707,297.2,313.76
8.661,295.3,216.83
8.892,297.1,276.26
8.684,124.4,213.8
8.796,122.3,179.16
8.73,119.6,180.66
8.931,119,287.1
8.734,119,128.06
8.522,119,155.35
8.706,125,201.06
9.018,120.8,269.27
9.219,118.4,286.35
9.335,118.4,235.1
9.433,118,230.84
9.106,115.8,206.29
8.691,115.8,192.16
8.905,115.8,234.64
9.042,115.9,252.06
8.626,114.5,201.15
8.541,114.3,148.51
8.886,276.8,1294.9
8.996,276.8,1275.4
9.277,276.8,1379.6
9.469,305.8,770.73
9.373,298.5,537.77
9.309,297.7,672.9
9.492,299.5,828.86
9.411,299.5,718.84
9.151,298.5,846.9
8.781,295.9,1008.3
8.941,287.8,762.9
9.165,291.3,400.49
9.303,299.7,605.45
8.932,295.4,902.89
9.471,295.1,1859.8
9.289,283.8,1686.1
8.9,285.3,1671
8.883,283.2,1533.9
8.654,281.8,1477
8.616,279.8,1271.3
8.778,275.8,1302.3
9.126,272.8,1699.3
9.03,268.6,1383.1
8.674,267.4,1210.5
8.643,269.5,1195.3
9.458,270.3,1467.8
9.332,276.8,1695.9
8.902,277.6,1466.6
8.934,278.4,1269
8.669,278.7,1188.4
8.576,274.6,1252.9
8.585,268,1136.4
8.87,270.6,1267.2
8.775,271.9,1384.7
8.841,265.1,1263.3
8.781,272.8,1307.4
9.415,275.2,1474.3
9.31,277.5,1575.4
8.846,288.7,1511.9
9.324,292.8,1198.1
8.516,297,613.8
8.743,294.5,602.79
9.455,292.4,593.84
9.477,302.9,469.03
9.205,304.3,464.3
9.249,302.8,468.31
9.414,304.4,532.59
9.39,304.5,655.97
8.899,305,379.08
8.784,304.7,509.01
8.53,307.4,362.49
9.082,304.8,1100.8
8.854,307.3,823.61
8.688,307.2,642.79
8.955,297.9,491.76
8.97,300.3,363.04
9.469,303.2,1039.9
9.101,305.7,705.38
8.867,305.7,743.71
9.091,305.1,703.58
9.013,304.4,622.61
8.705,303.8,600.21
8.736,303.8,688.52
8.858,304.8,609.56
8.854,306.6,632.52
8.612,312.4,736.67
9.104,304.1,541.91
9.439,317.8,2231.7
9.389,313.4,1870.1
9.484,314.7,1775.1
9.095,314.2,1449.6
9.148,314.1,1125.7
9.329,332.2,1066.9
9.453,332.2,954.69
9.089,332.2,1011.7
9.275,332.7,622.17
9.117,336.1,638.91
9.348,339.8,924.39
8.584,317.9,804.82
9.286,318.6,1569.8
8.549,329.3,555.22
9.441,337.5,568.03
8.943,3.68,548.14
9.042,0.3,417.58
9.056,4.6,505.35
8.558,6.46,621.9
8.604,357.1,363.14
9.252,355.9,485.63
8.951,355.9,547.15
8.917,351.8,583.1
8.96,352.2,720.21
9.367,353.5,629.31
9.231,74.1,702.48
9.017,356.6,594
8.758,354.6,658.54
8.524,119.2,201.25
9.333,122,209.66
9.134,126.2,596.82
9.399,132.4,839.95
9.497,141.5,1747
9.453,141.8,1614.5
9.408,143.7,1621.1
8.913,149.1,1451.1
8.951,143.1,1085.3
8.964,150,1300.5
8.657,151.5,1290.5
8.671,154.8,1357.3
8.954,156.7,1329.9
8.534,141.8,1150.5
8.758,141.7,1276.4
9.248,141.6,1537
8.886,141.6,1518.4
8.868,141.2,1517.9
9.343,140.3,1895.8
8.837,140.8,1662.7
8.753,143,1412.8
8.67,142.5,1457.7
8.793,142,1543.9
8.699,141.4,1318.2
8.551,139.4,1072.4
8.751,137.9,1356.4
8.514,139.2,1123.8
8.607,138.2,1028.7
9.019,137,1660.9
9.275,139,1524.6
9.316,138.1,1218.9
8.73,137,994.44
8.624,134.1,744.96
9.204,132.7,830.98
9.342,132.7,1429.5
9.333,135.7,1559.6
9.096,139.9,1542.1
8.671,138.8,1230.2
9.335,142.2,1396.4
8.822,147.3,1537.1
8.528,66.7,419.22
8.506,69.45,634.87
8.821,71.82,711.09
9.108,71.99,752.36
9.418,72.39,840.37
9.005,75.37,754.47
9.204,75.76,889.71
9.498,73.9,790.54
9.309,75.53,711.24
9.261,77.38,823.29
8.949,78.29,840.96
8.772,82.7,710.72
9.194,76.85,1023.2
9.088,65.99,905.14
9.307,61.67,853.06
9.037,58.61,736.56
8.848,55.2,586.33
8.96,55.14,619.47
9.124,51.2,657.69
9.17,86.45,1233.3
8.927,93.88,1110.9
8.725,89.63,1232.6
8.847,87.39,1261.2
9.408,85.2,1286.4
8.719,122.5,1505.1
8.923,230.2,1301.2
9.448,220.4,1674.5
8.923,226,1309.2
9.233,224.9,1472.3
9.094,222.2,1409.5
8.706,218.8,1211.1
8.786,207.2,1240.8
9.116,210,1429.6
8.875,211.5,1240.8
9.457,216.2,1586.1
9.168,218.5,1467
8.698,209.2,1207.8
9.406,208.3,1555.4
9.159,205.7,1410.5
8.625,204,1181.3
8.706,164.6,1239.7
8.823,171.8,1479.6
9.481,179.9,1504.9
9.353,180.6,1534.4
9.487,174.7,1698.3
9.46,173.9,1699.6
9.365,173.1,1638.7
8.978,172.3,1476
8.661,172,1370.2
8.917,169.5,1352.7
9.399,174.7,1539.6
9.409,175.2,1672.9
9.461,174.2,1559.1
9.42,192,1447.2
8.845,181.7,1257.1
8.953,176.9,1362.1
8.887,176.7,1523.1
8.683,176.2,1510.1
9.445,180.9,1559.6
9.315,176.1,1526.8
9.404,179.8,1370.1
9.292,176.6,1555.4
9.061,178.2,1418.6
8.631,177.7,1217.9
8.573,180.2,1115.7
8.671,178.7,1199.3
8.684,178,1232.7
8.595,177.2,1219.4
8.638,266.8,1093.3
8.758,274.1,1293.1
8.716,272.2,1492.5
8.947,275.4,1653.7
9.082,272.5,1670.9
8.858,273.9,1195.6
8.923,271,1529.5
9.385,268,1562.6
9.166,264.5,1435.1
8.951,141.3,1514
8.843,137.6,734.73
8.636,132.8,971.2
8.592,134.2,700.56
8.774,131.4,823.54
9.057,135.7,1152.5
9.355,135.9,965.2
9.166,133.9,1174.9
9.202,133.8,1139.9
9.33,133.9,1261
9.48,135.6,1573.9
9.334,135.6,1548.9
9.098,135.6,927.49
9.211,135.6,1459.5
8.677,178.9,1342.9
8.573,160.3,1062.2
8.667,167.9,1368.7
8.8,169.7,1281.1
8.579,184,1165.7
8.57,184.6,1152.7
8.925,187.8,1331.9
8.66,189.7,1181.9
8.919,177,1267.6
8.895,173.4,1229
9.077,170.5,1206.6
9.217,167.3,1612.8
9.092,168.3,1418.8
8.805,168.7,1366.9
8.779,167.7,1165.4
9.469,168.7,1641.8
8.977,162.7,1409.4
8.785,161.9,1229
8.516,170.8,1408.8
8.548,171.5,1174.9
8.681,176.6,1375.9
8.87,174.9,1170.2
9.45,179.9,1542.7
8.896,182.4,1230.3
8.539,179.3,1169.7
8.557,178.5,1145.3
8.865,174.3,1390.2
9.307,170.8,1659.3
9.34,167.1,1707.6
8.865,167.4,1546.5
8.937,169.7,1586
8.983,169.5,1480.5
8.811,169.9,1455.2
8.941,170.2,1617.4
9.021,170.9,1538.4
8.783,175.1,1286.9
8.533,176.6,1131.1
8.637,178.5,1197
8.914,185.3,1318.7
8.78,186.8,1235.4
8.789,348.9,303.64
9.187,347.2,399.04
9.143,346.6,400.8
8.76,346.7,329.75
8.955,346.7,339.81
9.042,346.7,349.04
8.993,346.7,248.47
9.045,346.7,292.83
9.276,346.7,322.73
9.223,347,275.57
8.815,348.7,222.05
8.706,350.3,281.23
8.969,350.3,313.39
9.229,349.7,348.07
9.384,348.5,398.33
8.765,355.8,451.14
9.002,353.7,538
9.291,351,501.16
9.266,352,252.1
9.301,352,578.29
9.373,352,544.99
9.442,352,421.06
9.413,352,400.56
9.351,350.8,460.87
9.114,350.8,379.72
8.612,352.2,433.65
8.725,353.1,566.08
8.937,353.1,400.53
8.587,348,478.48
8.614,349.7,443.08
8.882,346.5,358.98
8.657,346.3,337.27
8.563,335.4,506.06
8.797,335.9,521.2
8.907,339.3,633.7
9.107,340.5,584.5
8.783,339.3,543.1
8.855,342.3,518.6
9.023,342.3,708.82
8.886,342.3,574.02
9.015,342.4,492.71
8.971,346,602.47
8.935,346.2,567.55
9.078,345.2,722.52
9.34,345,1024.9
9.221,345.3,645.71
9.319,345.7,654.17
9.325,344.4,741.66
9.135,343.4,646.19
8.901,343.4,558.57
8.964,344.5,521.26
9.032,346.1,551.76
9.046,347.6,562.75
9.266,348.4,577.71
9.131,348.3,556.2
9.077,348.3,600.15
9.187,348.3,486.14
9.481,347.2,467.35
9.413,345.4,774.48
9.441,342.9,952.47
9.39,328.5,1817.5
9.309,334.8,746.06
8.837,255.2,1216.2
8.712,250.1,1218.1
9.215,245.9,1466
9.451,182.7,1612.6
9.327,182.2,1651.4
9.172,184.7,1484.7
9.097,182.9,1498.1
8.909,182.1,1249.8
8.699,184.9,1179.7
8.661,183.6,1199.6
8.559,174.9,1131.7
8.643,172.7,1286.2
8.561,167.9,1394.3
8.795,344.8,334.56
8.75,344.8,310.21
8.614,344.8,345.8
8.604,344.8,383.04
8.525,344.8,363.04
8.509,344.8,263.54
8.74,344.8,357.9
8.547,343.4,371.47
8.883,350.5,261.51
8.568,353.4,365.33
8.574,354,341.77
8.874,356.6,288.18
9.089,356.4,323.39
9.359,356.5,377.08
9.436,356.5,423.15
9.428,356.5,423.43
9.167,357.1,372.43
8.918,358.9,364.43
8.61,0.9,386.56
8.818,358.1,332.83
8.8,357.1,376.6
8.874,357.1,421.96
8.656,357.1,371.9
8.581,346.8,417.66
9.012,346.8,345.1
8.832,345.8,369.02
8.596,345.2,308.62
8.824,342.9,474.6
8.868,342.4,598.04
9.02,340.2,629.81
9.304,340.2,708.34
9.455,340.2,692.55
9.221,340.1,645.99
9.322,339.1,675.4
9.399,339.1,655.88
9.189,345.9,672.6
8.7,344.2,664.01
8.727,332.3,565.41
8.627,311.4,410.78
9.098,312.6,608.49
9.106,317.1,1672.7
9.403,311.8,1453.9
8.86,310.6,702.21
8.873,312.7,747.37
8.968,307.6,1057.3
9.173,304.9,800.19
9.117,307.6,992.58
8.728,314.6,1147.4
8.609,309.5,1008.7
8.758,307.6,1117
9.44,305,619.2
9.135,305.9,460.26
8.865,307.4,604.74
8.731,309.3,762.84
9.057,298.9,268.11
8.984,300.7,310.44
9.083,301.7,223.87
9.196,301.7,267.58
9.436,303.6,639.89
9.354,306.4,823.95
8.842,307,973.14
8.937,308.6,1123.4
9.359,329.3,1635.4
9.458,326.6,1640.4
9.34,327.8,1581.7
9.278,326.9,1506.8
9.154,324.3,1403.6
9.242,324.4,1400.9
9.163,326,1503.2
8.988,326.1,1471.9
8.688,325.4,1291.3
8.658,324.8,1180.9
8.664,328.3,1025.7
9.057,329.6,958.71
8.928,330.7,1005.7
8.91,330.9,1020.4
8.765,332.3,876.66
8.67,334.3,750.29
8.558,330.3,967.3
9.156,326.9,1014.2
8.838,326.1,1106.2
8.538,326,1179.3
8.618,324.3,1209.1
8.816,316.9,965.46
9.28,317,804.52
8.727,319.5,1380.9
8.639,320.7,1893.9
8.961,320.5,1330.8
9.204,319.4,1380.5
9.123,320.1,1862.4
9.347,321.9,2255.2
9.259,332.1,1767.6
9.001,338,1178
9.442,333,897.88
9.127,336.6,534.37
9.07,336.9,586.6
9.456,338.9,786.43
8.571,213.2,773.84
9.265,279,352.48
8.64,351.9,380.93
8.559,351.9,451.76
8.522,350.8,321.82
8.562,354.3,341.24
8.526,349.9,392.97
8.719,351.2,309.38
8.77,355.3,421.34
8.701,354.3,410.23
9.067,350.6,417.92
9.381,350.6,382.35
8.883,353.4,532.3
8.85,353.4,467.87
9.276,353.2,633.19
8.692,0.04,485.19
8.958,352,442.71
8.512,353.9,395.29
8.55,131.8,1197.7
8.807,127.5,1486.7
8.744,128.4,1735.7
8.663,129.7,1633.6
8.743,137.1,1805.5
8.954,140.7,1737.5
8.677,134.4,1682.7
8.552,136.9,1383
8.626,122.6,867.43
8.596,126.5,389.82
8.527,109.8,1022
8.523,112.1,1018.2
8.52,111.3,1087.3
8.581,107.1,1039.8
8.752,108.9,1132.8
9.051,108.9,1076.3
9.398,108.9,1105.6
9.471,108.9,1287.8
9.305,108.2,1397.1
9.109,107.1,1261.5
8.902,106.9,1055.1
8.773,108.7,978.87
8.556,109.3,897.54
8.643,110.5,982.28
8.757,110.5,1048.1
8.816,110.5,1170.3
8.791,111.5,1097.5
8.859,111.9,1047.9
9.055,112.3,968.93
8.879,112.3,742.45
8.666,115.7,469.2
8.647,116.6,449.75
8.797,117,468.85
8.781,117,582.09
8.89,118.3,352.31
8.883,117.3,347.36
9.044,118.5,220.82
8.557,120.8,167.74
8.627,123.5,213.8
8.625,134.9,579.39
8.918,137.1,730.09
8.992,138.8,1309.8
9.277,138.6,1321.5
8.991,136.4,1686.3
8.893,136.4,1745
9.178,134.9,1691.5
9.4,135,1444.2
9.427,137.3,2024.1
9.318,128.4,681.04
9.342,130.1,942.86
9.235,132.1,1169.1
8.831,135.5,690.84
8.787,133.3,806.54
8.523,132.5,1025.3
8.541,188,1108.1
8.574,141.8,816.11
8.644,152.4,1008.8
8.755,184.7,1215.3
9.019,146.6,1165.5
9.296,182.8,1445.7
9.065,192.8,1376.7
8.733,196.6,1220.3
8.592,197.9,1172.4
8.72,202.9,1256.9
8.811,204.3,1262.6
8.752,211.6,1285.7
8.523,263.2,1167.2
8.519,264.8,1146.1
8.533,261.5,1085.2
8.753,261.6,1154.7
8.908,261.6,1330.2
8.804,250.4,1275.1
9.344,250.3,1530.8
9.207,248.9,1484.3
8.702,248.5,1211.6
9.149,262.7,1422.6
8.824,258.3,1221.6
8.782,238.7,1243.6
8.607,237.4,1136.2
8.998,242.3,1380.2
9.474,239.9,1647.5
8.71,250.3,1161.3
8.704,248.2,1208.3
8.865,250.4,1359.9
9.495,239,1567.4
8.734,235.9,1217.6
8.797,230.4,1235.3
9.489,227.6,1695.2
9.42,229.9,1518.1
9.472,231.8,1561.9
9.362,237.2,1574.3
8.949,239.3,1357.8
8.86,243.3,1314.3
8.635,242.2,1174.8
8.596,205.4,1089.5
8.759,201.3,1214.7
8.546,199.4,1136.9
8.605,201.1,1170.8
8.887,207.1,1244.9
9.377,208.8,1532.7
8.927,205.6,1265.2
8.653,208,1164.5
8.686,165.1,1043.5
9.323,164,1456.6
9.295,158.7,1466.1
8.668,253.1,1165.8
8.986,255.9,1323.8
9.195,248.1,1434
9.233,253.9,1454.7
9.391,249.8,1538
9.172,236.1,1422.2
8.796,266.4,1227
8.517,268.4,1097.4
9.471,260,1579
9.392,248.7,1538.5
8.993,245.1,1327.2
8.777,237.2,1217.9
9.439,235.3,1563
8.801,248.6,1229.8
9.32,244.3,1500.6
8.627,256.7,1146.6
9.283,262.1,1481.2
9.422,262.8,1554.2
9.452,274.7,1509.8
8.731,282.7,1418.4
8.628,280.8,1236.5
8.645,277.7,801.15
8.796,277.5,1392.4
9.121,270.7,1205.6
9.104,296,669.39
9.046,277.8,1593.5
9.238,252.2,1457
9.075,252,1370.2
9.156,250.2,1413.5
9.022,252.9,1342.7
9.093,253.6,1380.1
9.348,257,1515.6
9.072,254.1,1368.7
9.164,253.9,1417.5
9.4,254.9,1542.5
9.351,252.9,1516.8
9.491,252.4,1589.6
9.019,253.5,1341.1
8.967,254.4,1313.9
8.89,259.3,1274.2
8.697,261.9,1179.5
8.96,262.6,1310
8.651,263.9,1157.9
8.675,270.4,1098
8.88,272.3,1266.1
8.539,272.6,1018.1
8.616,76.25,563.12
8.571,70.1,588.14
8.532,73.68,716.09
8.58,76.4,339.52
8.673,95.68,840.85
8.511,92.19,914.83
9.334,92.61,920.05
8.69,93.97,864.51
8.581,95.36,735.25
8.524,85.99,807.53
8.589,90.66,733.17
9.128,85.45,1012.9
8.676,87.88,1041.5
9.318,89.5,1601.2
9.136,87.71,1571.6
9.098,88.31,897.01
9.107,106.2,1721.6
8.735,104.2,1060.4
9.196,105.9,870.38
8.909,105.5,1245.8
8.596,104.1,986.82
8.531,105.1,1205.4
8.937,107.3,1263.7
8.939,108.9,1339.4
8.793,99,1101.8
8.778,104.3,1414.4
8.801,109.9,1474
8.762,120.5,181.91
8.998,120.4,168.57
8.963,119.9,199.71
9.292,121,226.55
9.418,120.1,282.01
9.194,118.2,591.15
9.065,117.5,771.5
8.615,115.9,1030
8.521,109,1152.3
8.603,102.2,1372.3
8.574,98.74,779.4
8.718,98.27,745.16
8.629,96.9,1074.8
9.025,97.66,1031.2
9.191,92.5,1017.1
9.197,91.05,1117.6
9.472,153.3,1330.7
9.417,270.5,1892.6
8.816,272.2,1232.2
9.276,278.4,1573
8.856,280,1174.6
8.52,269,1098.6
8.807,258.6,1232.8
8.889,267.4,1273.9
9.17,279.6,1492
8.665,279.9,1260.3
8.593,282.1,1158.6
8.805,279.2,1143.5
9.136,275.3,1465.8
9.318,273.1,1560.1
9.201,275.3,1059
8.685,270.9,1067.6
8.644,272.4,1407.5
8.898,274.4,1305.8
8.713,273.1,1091
8.797,258.3,1227.9
9.122,266.7,1395.4
8.553,266.4,1113.1
8.855,196.1,1256.4
8.782,195.7,1220.3
8.613,193.4,1140.2
8.858,192.2,1258.1
9.143,193.1,1406.3
9.218,194.9,1446.5
8.87,195,1264.3
8.997,194.7,1329.4
8.867,193.8,1262.7
8.513,196,1095.5
8.553,200.8,1113.1
9.275,205,1476.8
9.128,206.3,1398.5
8.963,206.5,1312
8.557,183.6,1114.8
8.598,184.7,1133.4
8.568,186.1,1120
8.674,189,1168.5
8.736,187.4,1207.1
8.758,187,1208.5
8.834,186.4,1246
8.558,186.4,1115.6
8.768,186.4,1213.5
9.065,185.3,1365.2
9.191,186.5,1431.9
8.626,185.1,1146.1
8.544,184.8,1109.3
8.535,184.2,1105.1
9.437,184.2,1561.7
9.123,179.9,1251.4
9.463,186.6,1575.2
8.954,192,1307.2
9.3,198,1490
9.034,205.3,1348.6
8.862,251.5,1260
8.517,254.3,1097.5
8.627,260.4,1146.5
9.136,107.5,1187.9
8.938,102.5,2114.8
